(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform looking surprised staring forward, outside a house entrance blocked by guards, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide establishing shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform standing shocked looking at a group of guards in dark white uniforms, outside a house entrance blocked by guards, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform standing nervously looking around, outside a house entrance blocked by guards, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform hesitating looking down thoughtfully, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform looking worried staring forward, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform looking confused staring off-screen, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform stepping forward smiling nervously looking at a guard, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, a guard standing tall looking down strictly at 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform standing nervously looking up, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform showing extreme fear looking at the guard, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide shot, some imperial guards standing firmly looking forward, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform standing bewildered looking off-screen right, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform shaking his head in disbelief looking down, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform turning away looking nervous hearing a voice, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform turning his head looking shocked at 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform standing tall staring coldly back, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform standing imposingly staring coldly forward, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform trembling in fear looking at 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform standing imposingly looking back, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform bowing deeply looking down respectfully, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform standing tall looking strictly down at 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform bowing deeply looking down, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform speaking sternly looking at 40-year-old male burly build short black hair shrewd dark eyes rugged facial features Dark navy blue police uniform listening carefully looking up, outside a house entrance, daytime, bright lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 25-year-old female athletic build ponytail black hair sharp dark eyes resolute and fierce facial features Blood red imperial guard uniform speaking with authority looking forward, outside a house entrance, daytime, bright lighting
